chip_name,climate
35KKP_20,BSh Arid-Steppe-Hot
35KKP_21,BSh Arid-Steppe-Hot
35KKP_22,BSh Arid-Steppe-Hot
35KKP_23,BSh Arid-Steppe-Hot
35KKP_24,BSh Arid-Steppe-Hot
35KKP_25,BSh Arid-Steppe-Hot
35KKP_26,BSh Arid-Steppe-Hot
35KKP_27,BSh Arid-Steppe-Hot
35KKP_28,BSh Arid-Steppe-Hot
35KKP_29,BSh Arid-Steppe-Hot
35KNT_00,BSh Arid-Steppe-Hot
35KNT_01,BSh Arid-Steppe-Hot
35KNT_02,BSh Arid-Steppe-Hot
35KNT_03,BSh Arid-Steppe-Hot
35KNT_04,BSh Arid-Steppe-Hot
35KNT_05,BSh Arid-Steppe-Hot
35KNT_06,BSh Arid-Steppe-Hot
35KNT_07,BSh Arid-Steppe-Hot
35KNT_08,BSh Arid-Steppe-Hot
35KNT_09,BSh Arid-Steppe-Hot
35KNT_10,BSh Arid-Steppe-Hot
35KNT_11,BSh Arid-Steppe-Hot
35KNT_12,BSh Arid-Steppe-Hot
35KNT_13,BSh Arid-Steppe-Hot
35KNT_14,BSh Arid-Steppe-Hot
35KNT_15,BSh Arid-Steppe-Hot
35KNT_16,BSh Arid-Steppe-Hot
35KNT_17,BSh Arid-Steppe-Hot
35KNT_18,BSh Arid-Steppe-Hot
35KNT_19,BSh Arid-Steppe-Hot
35KNT_20,BSh Arid-Steppe-Hot
35KNT_21,BSh Arid-Steppe-Hot
35KNT_22,BSh Arid-Steppe-Hot
35KNT_23,BSh Arid-Steppe-Hot
35KNT_24,BSh Arid-Steppe-Hot
35KNT_25,BSh Arid-Steppe-Hot
35KNT_26,BSh Arid-Steppe-Hot
35KNT_27,BSh Arid-Steppe-Hot
35KNT_28,BSh Arid-Steppe-Hot
35KNT_29,BSh Arid-Steppe-Hot
35LMC_00,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_01,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_02,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_03,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_04,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_05,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_06,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_07,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_08,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_09,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_10,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_11,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_12,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_13,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_14,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_15,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_16,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_17,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_18,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_19,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_20,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_21,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_22,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_23,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_24,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_25,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_26,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_27,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_28,Cwa Temperate-Dry_Winter-Hot_Summer
35LMC_29,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_00,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_01,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_02,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_03,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_04,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_05,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_06,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_07,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_08,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_09,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_10,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_11,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_12,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_13,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_14,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_15,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_16,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_17,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_18,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_19,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_20,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_21,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_22,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_23,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_24,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_25,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_26,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_27,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_28,Cwa Temperate-Dry_Winter-Hot_Summer
35LNF_29,Cwa Temperate-Dry_Winter-Hot_Summer
35MNT_00,Aw Tropical-Savanna
35MNT_01,Aw Tropical-Savanna
35MNT_02,Aw Tropical-Savanna
35MNT_03,Aw Tropical-Savanna
35MNT_04,Aw Tropical-Savanna
35MNT_05,Aw Tropical-Savanna
35MNT_06,Aw Tropical-Savanna
35MNT_07,Aw Tropical-Savanna
35MNT_08,Aw Tropical-Savanna
35MNT_09,Aw Tropical-Savanna
35MNT_10,Aw Tropical-Savanna
35MNT_11,Am Tropical-Monsoon
35MNT_12,Aw Tropical-Savanna
35MNT_13,Aw Tropical-Savanna
35MNT_14,Aw Tropical-Savanna
35MNT_15,Aw Tropical-Savanna
35MNT_16,Aw Tropical-Savanna
35MNT_17,Aw Tropical-Savanna
35MNT_18,Aw Tropical-Savanna
35MNT_19,Aw Tropical-Savanna
35MNT_20,Aw Tropical-Savanna
35MNT_21,Aw Tropical-Savanna
35MNT_22,Aw Tropical-Savanna
35MNT_23,Aw Tropical-Savanna
35MNT_24,Am Tropical-Monsoon
35MNT_25,Aw Tropical-Savanna
35MNT_26,Aw Tropical-Savanna
35MNT_27,Aw Tropical-Savanna
35MNT_28,Am Tropical-Monsoon
35MNT_29,Aw Tropical-Savanna
35NLA_00,Af Tropical-Rainforest
35NLA_01,Af Tropical-Rainforest
35NLA_02,Af Tropical-Rainforest
35NLA_03,Am Tropical-Monsoon
35NLA_04,Am Tropical-Monsoon
35NLA_05,Af Tropical-Rainforest
35NLA_06,Af Tropical-Rainforest
35NLA_07,Af Tropical-Rainforest
35NLA_08,Am Tropical-Monsoon
35NLA_09,Af Tropical-Rainforest
35NLA_10,Am Tropical-Monsoon
35NLA_11,Af Tropical-Rainforest
35NLA_12,Am Tropical-Monsoon
35NLA_13,Af Tropical-Rainforest
35NLA_14,Af Tropical-Rainforest
35NLA_15,Af Tropical-Rainforest
35NLA_16,Af Tropical-Rainforest
35NLA_17,Af Tropical-Rainforest
35NLA_18,Af Tropical-Rainforest
35NLA_19,Af Tropical-Rainforest
35NLA_20,Af Tropical-Rainforest
35NLA_21,Af Tropical-Rainforest
35NLA_22,Am Tropical-Monsoon
35NLA_23,Af Tropical-Rainforest
35NLA_24,Am Tropical-Monsoon
35NLA_25,Af Tropical-Rainforest
35NLA_26,Af Tropical-Rainforest
35NLA_27,Af Tropical-Rainforest
35NLA_28,Af Tropical-Rainforest
35NLA_29,Af Tropical-Rainforest
35NRD_00,Aw Tropical-Savanna
35NRD_01,Am Tropical-Monsoon
35NRD_02,Am Tropical-Monsoon
35NRD_03,Aw Tropical-Savanna
35NRD_04,Aw Tropical-Savanna
35NRD_05,Am Tropical-Monsoon
35NRD_06,Aw Tropical-Savanna
35NRD_07,Aw Tropical-Savanna
35NRD_08,Am Tropical-Monsoon
35NRD_09,Am Tropical-Monsoon
35NRD_10,Aw Tropical-Savanna
35NRD_11,Aw Tropical-Savanna
35NRD_12,Am Tropical-Monsoon
35NRD_13,Aw Tropical-Savanna
35NRD_14,Am Tropical-Monsoon
35NRD_15,Aw Tropical-Savanna
35NRD_16,Aw Tropical-Savanna
35NRD_17,Aw Tropical-Savanna
35NRD_18,Aw Tropical-Savanna
35NRD_19,Am Tropical-Monsoon
35NRD_20,Am Tropical-Monsoon
35NRD_21,Aw Tropical-Savanna
35NRD_22,Aw Tropical-Savanna
35NRD_23,Aw Tropical-Savanna
35NRD_24,Aw Tropical-Savanna
35NRD_25,Aw Tropical-Savanna
35NRD_26,Aw Tropical-Savanna
35NRD_27,Aw Tropical-Savanna
35NRD_28,Aw Tropical-Savanna
35NRD_29,Aw Tropical-Savanna
35PNL_00,Aw Tropical-Savanna
35PNL_01,Aw Tropical-Savanna
35PNL_02,Aw Tropical-Savanna
35PNL_03,BSh Arid-Steppe-Hot
35PNL_04,BSh Arid-Steppe-Hot
35PNL_05,BSh Arid-Steppe-Hot
35PNL_06,BSh Arid-Steppe-Hot
35PNL_07,Aw Tropical-Savanna
35PNL_08,Aw Tropical-Savanna
35PNL_09,Aw Tropical-Savanna
35PNL_10,BSh Arid-Steppe-Hot
35PNL_11,Aw Tropical-Savanna
35PNL_12,BSh Arid-Steppe-Hot
35PNL_13,BSh Arid-Steppe-Hot
35PNL_14,BSh Arid-Steppe-Hot
35PNL_15,Aw Tropical-Savanna
35PNL_16,BSh Arid-Steppe-Hot
35PNL_17,Aw Tropical-Savanna
35PNL_18,Aw Tropical-Savanna
35PNL_19,BSh Arid-Steppe-Hot
35PNL_20,Aw Tropical-Savanna
35PNL_21,BSh Arid-Steppe-Hot
35PNL_22,Aw Tropical-Savanna
35PNL_23,BSh Arid-Steppe-Hot
35PNL_24,Aw Tropical-Savanna
35PNL_25,Aw Tropical-Savanna
35PNL_26,BSh Arid-Steppe-Hot
35PNL_27,BSh Arid-Steppe-Hot
35PNL_28,Aw Tropical-Savanna
35PNL_29,Aw Tropical-Savanna
35PNR_00,BWh Arid-Desert-Hot
35PNR_01,BWh Arid-Desert-Hot
35PNR_02,BWh Arid-Desert-Hot
35PNR_03,BWh Arid-Desert-Hot
35PNR_04,BWh Arid-Desert-Hot
35PNR_05,BWh Arid-Desert-Hot
35PNR_06,BWh Arid-Desert-Hot
35PNR_07,BWh Arid-Desert-Hot
35PNR_08,BWh Arid-Desert-Hot
35PNR_09,BWh Arid-Desert-Hot
35PNR_10,BWh Arid-Desert-Hot
35PNR_11,BWh Arid-Desert-Hot
35PNR_12,BWh Arid-Desert-Hot
35PNR_13,BWh Arid-Desert-Hot
35PNR_14,BWh Arid-Desert-Hot
35PNR_15,BWh Arid-Desert-Hot
35PNR_16,BWh Arid-Desert-Hot
35PNR_17,BWh Arid-Desert-Hot
35PNR_18,BWh Arid-Desert-Hot
35PNR_19,BWh Arid-Desert-Hot
35PNR_20,BWh Arid-Desert-Hot
35PNR_21,BWh Arid-Desert-Hot
35PNR_22,BWh Arid-Desert-Hot
35PNR_23,BWh Arid-Desert-Hot
35PNR_24,BWh Arid-Desert-Hot
35PNR_25,BWh Arid-Desert-Hot
35PNR_26,BWh Arid-Desert-Hot
35PNR_27,BWh Arid-Desert-Hot
35PNR_28,BWh Arid-Desert-Hot
35PNR_29,BWh Arid-Desert-Hot
35PRL_00,Aw Tropical-Savanna
35PRL_01,Aw Tropical-Savanna
35PRL_02,Aw Tropical-Savanna
35PRL_03,Aw Tropical-Savanna
35PRL_04,BSh Arid-Steppe-Hot
35PRL_05,Aw Tropical-Savanna
35PRL_06,BSh Arid-Steppe-Hot
35PRL_07,Aw Tropical-Savanna
35PRL_08,Aw Tropical-Savanna
35PRL_09,BSh Arid-Steppe-Hot
35PRL_10,Aw Tropical-Savanna
35PRL_11,Aw Tropical-Savanna
35PRL_12,Aw Tropical-Savanna
35PRL_13,BSh Arid-Steppe-Hot
35PRL_14,Aw Tropical-Savanna
35PRL_15,BSh Arid-Steppe-Hot
35PRL_16,BSh Arid-Steppe-Hot
35PRL_17,Aw Tropical-Savanna
35PRL_18,Aw Tropical-Savanna
35PRL_19,BSh Arid-Steppe-Hot
35PRL_20,Aw Tropical-Savanna
35PRL_21,Aw Tropical-Savanna
35PRL_22,BSh Arid-Steppe-Hot
35PRL_23,BSh Arid-Steppe-Hot
35PRL_24,BSh Arid-Steppe-Hot
35PRL_25,BSh Arid-Steppe-Hot
35PRL_26,Aw Tropical-Savanna
35PRL_27,BSh Arid-Steppe-Hot
35PRL_28,Aw Tropical-Savanna
35PRL_29,Aw Tropical-Savanna
36MWT_00,BWh Arid-Desert-Hot
36MWT_01,BWh Arid-Desert-Hot
36MWT_02,BWh Arid-Desert-Hot
36MWT_03,BWh Arid-Desert-Hot
36MWT_04,BSh Arid-Steppe-Hot
36MWT_05,BWh Arid-Desert-Hot
36MWT_06,BWh Arid-Desert-Hot
36MWT_07,BWh Arid-Desert-Hot
36MWT_08,BWh Arid-Desert-Hot
36MWT_09,BWh Arid-Desert-Hot
36MWT_10,BWh Arid-Desert-Hot
36MWT_11,BWh Arid-Desert-Hot
36MWT_12,BWh Arid-Desert-Hot
36MWT_13,BWh Arid-Desert-Hot
36MWT_14,BWh Arid-Desert-Hot
36MWT_15,BWh Arid-Desert-Hot
36MWT_16,BWh Arid-Desert-Hot
36MWT_17,BWh Arid-Desert-Hot
36MWT_18,BWh Arid-Desert-Hot
36MWT_19,BWh Arid-Desert-Hot
36MWT_20,BWh Arid-Desert-Hot
36MWT_21,BWh Arid-Desert-Hot
36MWT_22,BWh Arid-Desert-Hot
36MWT_23,BWh Arid-Desert-Hot
36MWT_24,BWh Arid-Desert-Hot
36MWT_25,BWh Arid-Desert-Hot
36MWT_26,BWh Arid-Desert-Hot
36MWT_27,BWh Arid-Desert-Hot
36MWT_28,BWh Arid-Desert-Hot
36MWT_29,BWh Arid-Desert-Hot
36MWU_00,BSh Arid-Steppe-Hot
36MWU_01,BSh Arid-Steppe-Hot
36MWU_02,BSh Arid-Steppe-Hot
36MWU_03,BSh Arid-Steppe-Hot
36MWU_04,BSh Arid-Steppe-Hot
36MWU_05,BSh Arid-Steppe-Hot
36MWU_06,BSh Arid-Steppe-Hot
36MWU_07,BSh Arid-Steppe-Hot
36MWU_08,BSh Arid-Steppe-Hot
36MWU_09,BSh Arid-Steppe-Hot
36MWU_10,BSh Arid-Steppe-Hot
36MWU_11,BSh Arid-Steppe-Hot
36MWU_12,BSh Arid-Steppe-Hot
36MWU_13,BSh Arid-Steppe-Hot
36MWU_14,BSh Arid-Steppe-Hot
36MWU_15,BSh Arid-Steppe-Hot
36MWU_16,BSh Arid-Steppe-Hot
36MWU_17,BSh Arid-Steppe-Hot
36MWU_18,BSh Arid-Steppe-Hot
36MWU_19,BSh Arid-Steppe-Hot
36MWU_20,BSh Arid-Steppe-Hot
36MWU_21,BSh Arid-Steppe-Hot
36MWU_22,BSh Arid-Steppe-Hot
36MWU_23,BSh Arid-Steppe-Hot
36MWU_24,BSh Arid-Steppe-Hot
36MWU_25,BSh Arid-Steppe-Hot
36MWU_26,BSh Arid-Steppe-Hot
36MWU_27,BSh Arid-Steppe-Hot
36MWU_28,BSh Arid-Steppe-Hot
36MWU_29,BSh Arid-Steppe-Hot
36MZT_00,BSh Arid-Steppe-Hot
36MZT_01,BSh Arid-Steppe-Hot
36MZT_02,BSh Arid-Steppe-Hot
36MZT_03,Aw Tropical-Savanna
36MZT_04,Aw Tropical-Savanna
36MZT_05,BSh Arid-Steppe-Hot
36MZT_06,BSh Arid-Steppe-Hot
36MZT_07,Aw Tropical-Savanna
36MZT_08,Aw Tropical-Savanna
36MZT_09,Aw Tropical-Savanna
36MZT_10,Aw Tropical-Savanna
36MZT_11,BSh Arid-Steppe-Hot
36MZT_12,BSh Arid-Steppe-Hot
36MZT_13,Aw Tropical-Savanna
36MZT_14,Aw Tropical-Savanna
36MZT_15,Aw Tropical-Savanna
36MZT_16,BSh Arid-Steppe-Hot
36MZT_17,BSh Arid-Steppe-Hot
36MZT_18,Aw Tropical-Savanna
36MZT_19,BSh Arid-Steppe-Hot
36MZT_20,BSh Arid-Steppe-Hot
36MZT_21,BSh Arid-Steppe-Hot
36MZT_22,BSh Arid-Steppe-Hot
36MZT_23,Aw Tropical-Savanna
36MZT_24,Aw Tropical-Savanna
36MZT_25,BSh Arid-Steppe-Hot
36MZT_26,BSh Arid-Steppe-Hot
36MZT_27,Aw Tropical-Savanna
36MZT_28,BSh Arid-Steppe-Hot
36MZT_29,Aw Tropical-Savanna
36NZH_00,BWh Arid-Desert-Hot
36NZH_01,BWh Arid-Desert-Hot
36NZH_02,BSh Arid-Steppe-Hot
36NZH_03,BSh Arid-Steppe-Hot
36NZH_04,BSh Arid-Steppe-Hot
36NZH_05,BSh Arid-Steppe-Hot
36NZH_06,BWh Arid-Desert-Hot
36NZH_07,BSh Arid-Steppe-Hot
36NZH_08,BSh Arid-Steppe-Hot
36NZH_09,BWh Arid-Desert-Hot
36NZH_10,BSh Arid-Steppe-Hot
36NZH_11,BSh Arid-Steppe-Hot
36NZH_12,BWh Arid-Desert-Hot
36NZH_13,BSh Arid-Steppe-Hot
36NZH_14,BWh Arid-Desert-Hot
36NZH_15,BSh Arid-Steppe-Hot
36NZH_16,BSh Arid-Steppe-Hot
36NZH_17,BSh Arid-Steppe-Hot
36NZH_18,BSh Arid-Steppe-Hot
36NZH_19,BSh Arid-Steppe-Hot
36NZH_20,BSh Arid-Steppe-Hot
36NZH_21,BSh Arid-Steppe-Hot
36NZH_22,BWh Arid-Desert-Hot
36NZH_23,BSh Arid-Steppe-Hot
36NZH_24,BWh Arid-Desert-Hot
36NZH_25,BSh Arid-Steppe-Hot
36NZH_26,BWh Arid-Desert-Hot
36NZH_27,BWh Arid-Desert-Hot
36NZH_28,BSh Arid-Steppe-Hot
36NZH_29,BSh Arid-Steppe-Hot
36PYV_00,BSh Arid-Steppe-Hot
36PYV_01,BSh Arid-Steppe-Hot
36PYV_02,BSh Arid-Steppe-Hot
36PYV_03,BSh Arid-Steppe-Hot
36PYV_04,BSh Arid-Steppe-Hot
36PYV_05,BSh Arid-Steppe-Hot
36PYV_06,BSh Arid-Steppe-Hot
36PYV_07,BSh Arid-Steppe-Hot
36PYV_08,BSh Arid-Steppe-Hot
36PYV_09,BSh Arid-Steppe-Hot
36PYV_10,BSh Arid-Steppe-Hot
36PYV_11,BSh Arid-Steppe-Hot
36PYV_12,BSh Arid-Steppe-Hot
36PYV_13,BSh Arid-Steppe-Hot
36PYV_14,BSh Arid-Steppe-Hot
36PYV_15,BSh Arid-Steppe-Hot
36PYV_16,Aw Tropical-Savanna
36PYV_17,BSh Arid-Steppe-Hot
36PYV_18,BSh Arid-Steppe-Hot
36PYV_19,BSh Arid-Steppe-Hot
36PYV_20,BSh Arid-Steppe-Hot
36PYV_21,BSh Arid-Steppe-Hot
36PYV_22,BSh Arid-Steppe-Hot
36PYV_23,BSh Arid-Steppe-Hot
36PYV_24,BSh Arid-Steppe-Hot
36PYV_25,BSh Arid-Steppe-Hot
36PYV_26,BSh Arid-Steppe-Hot
36PYV_27,BSh Arid-Steppe-Hot
36PYV_28,BSh Arid-Steppe-Hot
36PYV_29,BSh Arid-Steppe-Hot
36PZC_00,BWh Arid-Desert-Hot
36PZC_01,BWh Arid-Desert-Hot
36PZC_02,BWh Arid-Desert-Hot
36PZC_03,BWh Arid-Desert-Hot
36PZC_04,BWh Arid-Desert-Hot
36PZC_05,BWh Arid-Desert-Hot
36PZC_06,BWh Arid-Desert-Hot
36PZC_07,BWh Arid-Desert-Hot
36PZC_08,BWh Arid-Desert-Hot
36PZC_09,BWh Arid-Desert-Hot
36PZC_10,BWh Arid-Desert-Hot
36PZC_11,BWh Arid-Desert-Hot
36PZC_12,BWh Arid-Desert-Hot
36PZC_13,BWh Arid-Desert-Hot
36PZC_14,BWh Arid-Desert-Hot
36PZC_15,BWh Arid-Desert-Hot
36PZC_16,BWh Arid-Desert-Hot
36PZC_17,BWh Arid-Desert-Hot
36PZC_18,BWh Arid-Desert-Hot
36PZC_19,BWh Arid-Desert-Hot
36PZC_20,BWh Arid-Desert-Hot
36PZC_21,BWh Arid-Desert-Hot
36PZC_22,BWh Arid-Desert-Hot
36PZC_23,BWh Arid-Desert-Hot
36PZC_24,BWh Arid-Desert-Hot
36PZC_25,BWh Arid-Desert-Hot
36PZC_26,BWh Arid-Desert-Hot
36PZC_27,BWh Arid-Desert-Hot
36PZC_28,BWh Arid-Desert-Hot
36PZC_29,BWh Arid-Desert-Hot
36RVP_00,BWh Arid-Desert-Hot
36RVP_01,BWh Arid-Desert-Hot
36RVP_02,BWh Arid-Desert-Hot
36RVP_03,BWh Arid-Desert-Hot
36RVP_04,BWh Arid-Desert-Hot
36RVP_05,BWh Arid-Desert-Hot
36RVP_06,BWh Arid-Desert-Hot
36RVP_07,BWh Arid-Desert-Hot
36RVP_08,BWh Arid-Desert-Hot
36RVP_09,BWh Arid-Desert-Hot
36RVP_10,BWh Arid-Desert-Hot
36RVP_11,BWh Arid-Desert-Hot
36RVP_12,BWh Arid-Desert-Hot
36RVP_13,BWh Arid-Desert-Hot
36RVP_14,BWh Arid-Desert-Hot
36RVP_15,BWh Arid-Desert-Hot
36RVP_16,BWh Arid-Desert-Hot
36RVP_17,BWh Arid-Desert-Hot
36RVP_18,BWh Arid-Desert-Hot
36RVP_19,BWh Arid-Desert-Hot
36RVP_20,BWh Arid-Desert-Hot
36RVP_21,BWh Arid-Desert-Hot
36RVP_22,BWh Arid-Desert-Hot
36RVP_23,BWh Arid-Desert-Hot
36RVP_24,BWh Arid-Desert-Hot
36RVP_25,BWh Arid-Desert-Hot
36RVP_26,BWh Arid-Desert-Hot
36RVP_27,BWh Arid-Desert-Hot
36RVP_28,BWh Arid-Desert-Hot
36RVP_29,BWh Arid-Desert-Hot
37NCA_00,Aw Tropical-Savanna
37NCA_01,Aw Tropical-Savanna
37NCA_02,Aw Tropical-Savanna
37NCA_03,Aw Tropical-Savanna
37NCA_04,Aw Tropical-Savanna
37NCA_05,Aw Tropical-Savanna
37NCA_06,Aw Tropical-Savanna
37NCA_07,Aw Tropical-Savanna
37NCA_08,Aw Tropical-Savanna
37NCA_09,Aw Tropical-Savanna
37NCA_10,Aw Tropical-Savanna
37NCA_11,Aw Tropical-Savanna
37NCA_12,Aw Tropical-Savanna
37NCA_13,Aw Tropical-Savanna
37NCA_14,Aw Tropical-Savanna
37NCA_15,Aw Tropical-Savanna
37NCA_16,Aw Tropical-Savanna
37NCA_17,Aw Tropical-Savanna
37NCA_18,Aw Tropical-Savanna
37NCA_19,Aw Tropical-Savanna
37NCA_20,Aw Tropical-Savanna
37NCA_21,Aw Tropical-Savanna
37NCA_22,Aw Tropical-Savanna
37NCA_23,Aw Tropical-Savanna
37NCA_24,Aw Tropical-Savanna
37NCA_25,Aw Tropical-Savanna
37NCA_26,Aw Tropical-Savanna
37NCA_27,Aw Tropical-Savanna
37NCA_28,Aw Tropical-Savanna
37NCA_29,Aw Tropical-Savanna
37NFD_00,BWh Arid-Desert-Hot
37NFD_01,BWh Arid-Desert-Hot
37NFD_02,BSh Arid-Steppe-Hot
37NFD_03,BSh Arid-Steppe-Hot
37NFD_04,BWh Arid-Desert-Hot
37NFD_05,BSh Arid-Steppe-Hot
37NFD_06,BSh Arid-Steppe-Hot
37NFD_07,BSh Arid-Steppe-Hot
37NFD_08,BWh Arid-Desert-Hot
37NFD_09,BWh Arid-Desert-Hot
37NFD_10,BWh Arid-Desert-Hot
37NFD_11,BSh Arid-Steppe-Hot
37NFD_12,BSh Arid-Steppe-Hot
37NFD_13,BWh Arid-Desert-Hot
37NFD_14,BWh Arid-Desert-Hot
37NFD_15,BWh Arid-Desert-Hot
37NFD_16,BSh Arid-Steppe-Hot
37NFD_17,BWh Arid-Desert-Hot
37NFD_18,BWh Arid-Desert-Hot
37NFD_19,BSh Arid-Steppe-Hot
37NFD_20,BWh Arid-Desert-Hot
37NFD_21,BWh Arid-Desert-Hot
37NFD_22,BWh Arid-Desert-Hot
37NFD_23,BSh Arid-Steppe-Hot
37NFD_24,BSh Arid-Steppe-Hot
37NFD_25,BSh Arid-Steppe-Hot
37NFD_26,BWh Arid-Desert-Hot
37NFD_27,BWh Arid-Desert-Hot
37NFD_28,BWh Arid-Desert-Hot
37NFD_29,BWh Arid-Desert-Hot
37NGE_00,BWh Arid-Desert-Hot
37NGE_01,BWh Arid-Desert-Hot
37NGE_02,BWh Arid-Desert-Hot
37NGE_03,BWh Arid-Desert-Hot
37NGE_04,BWh Arid-Desert-Hot
37NGE_05,BWh Arid-Desert-Hot
37NGE_06,BWh Arid-Desert-Hot
37NGE_07,BWh Arid-Desert-Hot
37NGE_08,BWh Arid-Desert-Hot
37NGE_09,BWh Arid-Desert-Hot
37NGE_10,BWh Arid-Desert-Hot
37NGE_11,BWh Arid-Desert-Hot
37NGE_12,BWh Arid-Desert-Hot
37NGE_13,BWh Arid-Desert-Hot
37NGE_14,BWh Arid-Desert-Hot
37NGE_15,BWh Arid-Desert-Hot
37NGE_16,BWh Arid-Desert-Hot
37NGE_17,BWh Arid-Desert-Hot
37NGE_18,BWh Arid-Desert-Hot
37NGE_19,BWh Arid-Desert-Hot
37NGE_20,BWh Arid-Desert-Hot
37NGE_21,BWh Arid-Desert-Hot
37NGE_22,BWh Arid-Desert-Hot
37NGE_23,BWh Arid-Desert-Hot
37NGE_24,BWh Arid-Desert-Hot
37NGE_25,BWh Arid-Desert-Hot
37NGE_26,BWh Arid-Desert-Hot
37NGE_27,BWh Arid-Desert-Hot
37NGE_28,BWh Arid-Desert-Hot
37NGE_29,BWh Arid-Desert-Hot
37PCM_00,Cwb Temperate-Dry_Winter-Warm_Summer
37PCM_01,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_02,Cwb Temperate-Dry_Winter-Warm_Summer
37PCM_03,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_04,Cwb Temperate-Dry_Winter-Warm_Summer
37PCM_05,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_06,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_07,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_08,Cwb Temperate-Dry_Winter-Warm_Summer
37PCM_09,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_10,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_11,Cwb Temperate-Dry_Winter-Warm_Summer
37PCM_12,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_13,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_14,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_15,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_16,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_17,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_18,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_19,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_20,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_21,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_22,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_23,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_24,Cwb Temperate-Dry_Winter-Warm_Summer
